,id,repeat_indicator,mmsi,nav_status,rot_over_range,rot,sog,position_accuracy,x,y,cog,true_heading,timestamp,special_manoeuvre,spare,raim,sync_state,slot_timeout,slot_offset
0,1,0,503999999,0,True,-731.386474609375,5.199999809265137,1,138.501105,-34.996498333333335,14.199999809265137,14,17,0,0,False,0,0,0
1,1,0,503999999,0,True,-731.386474609375,5.300000190734863,1,138.50112,-34.996451666666665,15.0,15,18,0,0,False,0,0,0
2,1,0,503999999,0,True,-731.386474609375,5.300000190734863,1,138.50114166666665,-34.996381666666665,14.199999809265137,14,19,0,0,False,0,0,0
3,1,0,503999999,0,True,-731.386474609375,5.300000190734863,1,138.50115166666666,-34.99635,15.0,15,20,0,0,False,0,0,0
4,1,0,503999999,0,True,-731.386474609375,5.199999809265137,1,138.50117166666666,-34.996295,15.699999809265137,15,21,0,0,False,0,0,0
5,1,0,503999999,0,True,-731.386474609375,5.300000190734863,1,138.501185,-34.996253333333335,15.0,15,22,0,0,False,0,0,0
6,1,0,503999999,0,True,-731.386474609375,5.300000190734863,1,138.5012,-34.996206666666666,14.199999809265137,14,23,0,0,False,0,0,0
7,1,0,503999999,0,True,-731.386474609375,5.400000095367432,1,138.501215,-34.996158333333334,15.0,15,24,0,0,False,0,0,0
